symbol,prevprice,currprice,diffP
FNOV,29.72,29.26,-1.55
UZB,25.22,24.83,-1.55
THC,20.5,20.18,-1.56
IBKR,41.65,41.0,-1.56
PMTS,0.64,0.63,-1.56
MLPA,28.79,28.34,-1.56
WSBF,14.75,14.52,-1.56
IQDF,19.24,18.94,-1.56
LMFA,0.64,0.63,-1.56
DWLD,22.16,21.8146,-1.56
ESGG,97.47,95.95,-1.56
JPHF,19.81,19.5,-1.56
QLC,32.8307,32.32,-1.56
SPMV,28.9,28.4484,-1.56
XCEM,21.13,20.7994,-1.56
ITH.TO,0.64,0.63,-1.56
PID.TO,19.29,18.99,-1.56
VHCAX,140.45,138.26,-1.56
NGPAX,14.13,13.91,-1.56
APHKX,29.47,29.01,-1.56
SVC,7.04,6.93,-1.56
UMC,2.54,2.5,-1.57
WWE,45.18,44.47,-1.57
XT,40.73,40.09,-1.57
NDLS,6.35,6.25,-1.57
VCTR,15.33,15.09,-1.57
ACT,22.1858,21.8369,-1.57
DGT,74.72,73.55,-1.57
EUO,28.61,28.16,-1.57
TOLZ,39.43,38.81,-1.57
ADPT,32.52,32.01,-1.57
ISDS,19.7364,19.4269,-1.57
SEA.TO,19.8,19.49,-1.57
DSENX,13.36,13.15,-1.57
QFVOX,16.57,16.31,-1.57
QFVIX,16.52,16.26,-1.57
ARTKX,29.39,28.93,-1.57
THTX,2.54,2.5,-1.57
HRL,47.6,46.85,-1.58
HGV,20.93,20.6,-1.58
ELS,61.28,60.31,-1.58
DWM,42.43,41.76,-1.58
PDN,25.92,25.51,-1.58
TDF,18.3,18.01,-1.58
GAA,24.39,24.005,-1.58
FGR.PA,75.9,74.7,-1.58
NWJFX,93.93,92.45,-1.58
FSRNX,13.26,13.05,-1.58
NERD,16.5,16.24,-1.58
AVGO,276.02,271.62,-1.59
FISV,104.73,103.06,-1.59
UMBF,51.66,50.84,-1.59
ADES,7.55,7.43,-1.59
QQEW,71.746,70.6088,-1.59
TPVG,8.17,8.04,-1.59
BZM,13.9011,13.68,-1.59
CIZ,26.195,25.7791,-1.59
FLQG,29.62,29.1501,-1.59
JKH,258.03,253.92,-1.59
SHE,67.92,66.84,-1.59
DVLU,13.7244,13.5064,-1.59
ORGO,3.77,3.71,-1.59
TMQ.TO,2.51,2.47,-1.59
FBSOX,72.17,71.02,-1.59
WWJD,22.24,21.8872,-1.59
PDEV,22.3582,22.0028,-1.59
KAPR,24.71,24.3164,-1.59
EDIV,24.42,24.03,-1.6
GBLI,24.99,24.59,-1.6
FLQE,24.01,23.6247,-1.6
JJT,39.79,39.155,-1.6
AVCO,1.87,1.84,-1.6
HLIO,36.15,35.57,-1.6
ALDRV.PA,0.0874,0.086,-1.6
KORI.PA,31.18,30.68,-1.6
SEEKX,39.95,39.31,-1.6
BLVAX,14.35,14.12,-1.6
VHGEX,28.16,27.71,-1.6
TBND,23.0695,22.7,-1.6
HBT,11.84,11.65,-1.6
EWP,21.11,20.77,-1.61
SSNC,56.06,55.16,-1.61
DEM,35.3,34.73,-1.61
RWL,49.77,48.97,-1.61
DELL,43.39,42.69,-1.61
VAM,10.59,10.42,-1.61
BVI.PA,19.25,18.94,-1.61
SVR.TO,8.05,7.92,-1.61
MFR-UN.TO,5.58,5.49,-1.61
NLGIX,13.67,13.45,-1.61
XEF.TO,27.92,27.47,-1.61
OHI,29.63,29.15,-1.62
PCRX,41.97,41.29,-1.62
BGS,19.74,19.42,-1.62
TAST,3.71,3.65,-1.62
GOLF,27.85,27.4,-1.62
IDLV,27.24,26.8,-1.62
EKAR,19.67,19.3522,-1.62
DDIV,19.5346,19.2186,-1.62
GRIN,2.47,2.43,-1.62
EUCAR.PA,1.729,1.701,-1.62
HDG.AS,43.3,42.6,-1.62
UMI.BR,40.06,39.41,-1.62
WLN.PA,63.0,61.98,-1.62
ZLH.TO,25.25,24.84,-1.62
EVBN,28.23,27.77,-1.63
JHMD,24.52,24.12,-1.63
JACRX,14.71,14.47,-1.63
VPCCX,23.91,23.52,-1.63
SKTAX,17.14,16.86,-1.63
DMDV,18.99,18.68,-1.63
DYNF,25.18,24.77,-1.63
ATVI,64.79,63.73,-1.64
DNI,9.77,9.61,-1.64
CWS,34.7701,34.2,-1.64
FAN,12.8,12.59,-1.64
FNDC,26.25,25.82,-1.64
FPA,22.47,22.1012,-1.64
NYMTN,17.67,17.38,-1.64
PW,14.0,13.77,-1.64
BROGW,0.61,0.6,-1.64
MAN.PA,48.8,48.0,-1.64
ALC.TO,9.76,9.6,-1.64
NIF-UN.TO,1.22,1.2,-1.64
TOU.TO,14.03,13.8,-1.64
TWC.TO,9.15,9.0,-1.64
AAAU,17.12,16.84,-1.64
GLDM,17.12,16.84,-1.64
EJUL,24.37,23.97,-1.64
KLCD,23.7,23.3112,-1.64
BMY-R,4.575,4.5,-1.64
ZION,32.14,31.61,-1.65
RIGL,1.82,1.79,-1.65
DEI,31.0,30.49,-1.65
GCAP,6.65,6.54,-1.65
RGR,54.09,53.2,-1.65
CLRG,22.3366,21.9671,-1.65
DYLS,21.738,21.38,-1.65
MMD,19.44,19.12,-1.65
RODI,75.8955,74.6411,-1.65
TWEKA.AS,32.64,32.1,-1.65
TEGYX,30.23,29.73,-1.65
JAREX,14.58,14.34,-1.65
JARIX,15.15,14.9,-1.65
AVEGX,35.13,34.55,-1.65
SGOAX,21.84,21.48,-1.65
AVDE,43.71,42.99,-1.65
XBUY,26.985,26.54,-1.65
WMT,123.6,121.55,-1.66
REVG,5.41,5.32,-1.66
SNDR,22.28,21.91,-1.66
RFDA,30.78,30.27,-1.66
PBE,54.15,53.2524,-1.66
SOCL,34.92,34.34,-1.66
FLFR,20.47,20.13,-1.66
PFM,27.76,27.3,-1.66
SAN.PA,90.7,89.19,-1.66
ZCH.TO,25.33,24.91,-1.66
CIA.TO,1.81,1.78,-1.66
HYI.TO,8.44,8.3,-1.66
MWD.TO,24.72,24.31,-1.66
TOY.TO,20.48,20.14,-1.66
TNT-UN.TO,6.03,5.93,-1.66
TEGAX,28.88,28.4,-1.66
DAO,21.12,20.77,-1.66
KNG,39.5253,38.87,-1.66
FLV,45.2537,44.5007,-1.66
EWG,23.98,23.58,-1.67
BDN,11.35,11.16,-1.67
EPI,18.58,18.27,-1.67
CYD,12.56,12.35,-1.67
MODN,29.35,28.86,-1.67
OUNZ,16.77,16.49,-1.67
CENT,33.5,32.94,-1.67
FPL,4.79,4.71,-1.67
KWEB,49.16,48.34,-1.67
ACH,5.38,5.29,-1.67
SBNA,25.394,24.97,-1.67
TILT,108.09,106.28,-1.67
DIVB,26.39,25.95,-1.67
JSML,40.3024,39.6287,-1.67
VMD,6.6,6.49,-1.67
BIG.PA,12.0,11.8,-1.67
HEJ.TO,4.8,4.72,-1.67
TEGIX,30.55,30.04,-1.67
DGIFX,19.75,19.42,-1.67
FIGFX,14.4,14.16,-1.67
QLV,38.38,37.74,-1.67
FLBL,23.33,22.94,-1.67
UDR,38.11,37.47,-1.68
ACM,36.88,36.26,-1.68
UTI,6.54,6.43,-1.68
WKHS,2.98,2.93,-1.68
CEZ,20.9254,20.5739,-1.68
MILN,23.9926,23.59,-1.68
AFT,11.91,11.71,-1.68
CAPE,133.234,131.0,-1.68
AFTY,15.92,15.6527,-1.68
BF-B,63.26,62.2,-1.68
RPF.TO,16.7,16.42,-1.68
RSI.TO,4.76,4.68,-1.68
VMGMX,64.26,63.18,-1.68
DHLYX,24.38,23.97,-1.68
DHLRX,24.36,23.95,-1.68
IUESX,19.66,19.33,-1.68
SISAX,19.63,19.3,-1.68
MPGFX,116.94,114.97,-1.68
FSPSX,35.81,35.21,-1.68
WANT,21.5613,21.1997,-1.68
ORCL,53.88,52.97,-1.69
VWO,36.79,36.17,-1.69
V,181.79,178.72,-1.69
CVS,62.61,61.55,-1.69
SVXY,33.69,33.12,-1.69
TMUS,89.31,87.8,-1.69
EC,10.63,10.45,-1.69
VIG,115.55,113.6,-1.69
CDXS,11.81,11.61,-1.69
SGOL,16.53,16.25,-1.69
MVC,6.785,6.67,-1.69
USRT,43.18,42.45,-1.69
YLCO,13.33,13.105,-1.69
EWRE,26.13,25.688,-1.69
HEWW,13.9237,13.6887,-1.69
LD,34.2503,33.67,-1.69
HCN.TO,21.3,20.94,-1.69
HAC.TO,19.53,19.2,-1.69
SPB.TO,10.05,9.88,-1.69
T.TO,23.14,22.75,-1.69
VMGIX,58.7,57.71,-1.69
DNINX,13.61,13.38,-1.69
FIVG,25.49,25.06,-1.69
ISRG,519.72,510.88,-1.7
IFF,133.3,131.03,-1.7
ATNM,0.1877,0.1845,-1.7
AEHR,1.76,1.73,-1.7
MNDO,1.76,1.73,-1.7
VOT,149.24,146.71,-1.7
DLN,91.64,90.08,-1.7
APEN,2.35,2.31,-1.7
FIDI,15.85,15.58,-1.7
GIGE,19.3755,19.0464,-1.7
WKL.AS,68.28,67.12,-1.7
CCO.TO,14.08,13.84,-1.7
TCN.TO,8.23,8.09,-1.7
VI.TO,25.3,24.87,-1.7
BMRRX,25.36,24.93,-1.7
BMGAX,25.86,25.42,-1.7
DHLAX,24.18,23.77,-1.7
DAINX,13.51,13.28,-1.7
IDRV,24.515,24.0975,-1.7
WIZ,25.84,25.4,-1.7
GLADD,23.5,23.1,-1.7
NEE,235.13,231.12,-1.71
ENDP,4.68,4.6,-1.71
RCM,10.5,10.32,-1.71
GDS,58.32,57.32,-1.71
AEGN,16.33,16.05,-1.71
MAXR,12.83,12.61,-1.71
MFIN,2.93,2.88,-1.71
ATHX,2.34,2.3,-1.71
EPU,25.72,25.28,-1.71
MLR,30.91,30.38,-1.71
TTNP,0.263,0.2585,-1.71
HUSV,24.53,24.11,-1.71
PBJ,31.0,30.47,-1.71
ASET,25.365,24.9303,-1.71
INFR,26.615,26.16,-1.71
NUMG,34.57,33.98,-1.71
QDYN,40.236,39.5492,-1.71
PLAN,41.57,40.86,-1.71
ACKB.BR,123.0,120.9,-1.71
TITC.BR,12.9,12.68,-1.71
CHP-UN.TO,12.84,12.62,-1.71
TRI.TO,99.78,98.07,-1.71
BMGCX,19.94,19.6,-1.71
RLUEX,15.18,14.92,-1.71
AILCX,13.42,13.19,-1.71
AAIEX,14.05,13.81,-1.71
FDLSX,12.31,12.1,-1.71
BMEZ,19.92,19.58,-1.71
VSGX,45.04,44.27,-1.71
AVB,165.81,162.95,-1.72
MYGN,15.73,15.46,-1.72
DWX,32.52,31.96,-1.72
GCOW,24.93,24.5,-1.72
DEEF,23.86,23.45,-1.72
DJD,33.63,33.05,-1.72
IPO,31.4,30.86,-1.72
WCHN,28.072,27.59,-1.72
CWEN,20.38,20.03,-1.72
JHAA,9.3,9.14,-1.72
SAMS.PA,116.0,114.0,-1.72
CRH.TO,2.91,2.86,-1.72
TOECX,16.89,16.6,-1.72
FKKSX,42.34,41.61,-1.72
HDGCX,22.14,21.76,-1.72
LEVIX,15.14,14.88,-1.72
ACEL,9.9,9.73,-1.72
DCINX,12.77,12.55,-1.72
RCB,16.84,16.55,-1.72
NDAQ,111.6,109.67,-1.73
AVAV,61.32,60.26,-1.73
VBTX,17.87,17.56,-1.73
BIZD,10.97,10.78,-1.73
DGS,37.0,36.36,-1.73
HLG,48.44,47.6,-1.73
PIE,16.21,15.93,-1.73
VMO.TO,33.43,32.85,-1.73
AIEAX,13.91,13.67,-1.73
LNT,49.41,48.55,-1.74
QNST,10.34,10.16,-1.74
THM,0.4585,0.4505,-1.74
CHI,9.19,9.03,-1.74
BLNK,1.72,1.69,-1.74
HMNF,15.7748,15.5,-1.74
ISCF,25.87,25.42,-1.74
KRP,8.06,7.92,-1.74
MFD,8.05,7.91,-1.74
NURE,22.94,22.54,-1.74
QWLD,76.7964,75.4623,-1.74
LTHM,6.31,6.2,-1.74
SEFER.PA,4.6,4.52,-1.74
RIT.TO,15.51,15.24,-1.74
XEM.TO,28.78,28.28,-1.74
RCI-B.TO,59.33,58.3,-1.74
FZAJX,14.39,14.14,-1.74
APHGX,14.34,14.09,-1.74
ACSG,23.9255,23.51,-1.74
RPAR,20.68,20.32,-1.74
HFC,33.63,33.04,-1.75
TSN,63.3,62.19,-1.75
COO,291.82,286.7,-1.75
ACWF,26.87,26.4,-1.75
EFAV,65.575,64.43,-1.75
RDUS,15.97,15.69,-1.75
HYI,13.15,12.92,-1.75
BPT,4.56,4.48,-1.75
FEUZ,31.35,30.8,-1.75
DTEC,30.79,30.25,-1.75
FIVA,17.71,17.4,-1.75
FLIY,18.3,17.98,-1.75
JCTCF,5.73,5.63,-1.75
MFUS,26.81,26.34,-1.75
NXTG,52.104,51.19,-1.75
NXI.PA,28.5,28.0,-1.75
SEM.LS,9.16,9.0,-1.75
MRE.TO,8.56,8.41,-1.75
SGY.TO,0.285,0.28,-1.75
APDGX,14.3,14.05,-1.75
SGIIX,52.44,51.52,-1.75
AAISX,14.29,14.04,-1.75
MIPIX,15.46,15.19,-1.75
GBUG,28.52,28.02,-1.75
BBRE,70.88,69.64,-1.75
SABR,7.4,7.27,-1.76
SDRL,0.5839,0.5736,-1.76
BLCN,24.71,24.275,-1.76
ACSI,31.6885,31.1311,-1.76
CIL,32.7556,32.18,-1.76
EMXC,39.7944,39.0943,-1.76
PIZ,24.96,24.52,-1.76
NEW,5.69,5.59,-1.76
ATRS.AS,2.56,2.515,-1.76
VK.PA,1.105,1.0855,-1.76
EGORX,14.77,14.51,-1.76
HILVX,15.32,15.05,-1.76
SGENX,52.16,51.24,-1.76
SVOAX,15.31,15.04,-1.76
SUSYX,15.31,15.04,-1.76
SEVIX,15.31,15.04,-1.76
GXTG,26.4984,26.0312,-1.76
IFFT,48.4,47.55,-1.76
MRK,80.77,79.34,-1.77
IEUR,40.17,39.46,-1.77
VGK,46.9,46.07,-1.77
VSS,88.91,87.34,-1.77
MGV,74.16,72.85,-1.77
AMCA,25.8888,25.4306,-1.77
FLQD,25.5578,25.106,-1.77
MFDX,21.52,21.14,-1.77
USWS,0.47,0.4617,-1.77
AGFB.BR,3.68,3.615,-1.77
THEP.PA,45.1,44.3,-1.77
TOM2.AS,7.33,7.2,-1.77
VIV.PA,20.06,19.705,-1.77
FST.TO,29.38,28.86,-1.77
FESGX,50.19,49.3,-1.77
EGOAX,14.69,14.43,-1.77
LEVOX,15.25,14.98,-1.77
LVS,48.89,48.02,-1.78
CCJ,10.14,9.96,-1.78
ALLE,102.36,100.54,-1.78
OLLI,69.14,67.91,-1.78
LII,190.07,186.68,-1.78
ARGX,149.14,146.49,-1.78
CORR,12.36,12.14,-1.78
VCYT,27.46,26.97,-1.78
QQQE,53.5,52.55,-1.78
AIF,11.79,11.58,-1.78
GSEW,44.43,43.64,-1.78
LVHD,28.7,28.19,-1.78
FID,14.04,13.79,-1.78
IUS,24.2731,23.84,-1.78
XID.TO,30.95,30.4,-1.78
POSKX,28.62,28.11,-1.78
DODFX,33.18,32.59,-1.78
HAVLX,15.18,14.91,-1.78
HNLVX,15.18,14.91,-1.78
HRLVX,15.18,14.91,-1.78
QARP,26.7449,26.27,-1.78
PPTY,26.42,25.95,-1.78
JBGS,34.57,33.95,-1.79
RSG,79.77,78.34,-1.79
FIS,134.29,131.89,-1.79
MITK,9.5,9.33,-1.79
SLGN,35.13,34.5,-1.79
MPWR,203.55,199.91,-1.79
FNDX,35.83,35.19,-1.79
GWX,25.68,25.22,-1.79
FLQL,31.26,30.7,-1.79
GDVD,24.9083,24.4624,-1.79
IQDY,21.28,20.9,-1.79
ELF.TO,701.0,688.46,-1.79
XMW.TO,43.36,42.585,-1.79
BUFTX,22.95,22.54,-1.79
NNLEX,23.52,23.1,-1.79
VMNVX,25.19,24.74,-1.79
WTRU,58.14,57.1,-1.79
XLI,65.39,64.21,-1.8
CME,181.47,178.21,-1.8
GWW,280.64,275.58,-1.8
LUNA,7.77,7.63,-1.8
FIBK,34.42,33.8,-1.8
NETE,2.22,2.18,-1.8
DTD,88.84,87.24,-1.8
NBY,0.9371,0.9202,-1.8
COLR.BR,55.62,54.62,-1.8
BCE.TO,57.32,56.29,-1.8
RAFE,21.0,20.623,-1.8
ZDEU,49.035,48.15,-1.8
BBEU,20.54,20.17,-1.8
PRS,26.7,26.22,-1.8
DLY,17.74,17.42,-1.8
GLD,161.73,158.8,-1.81
DGRO,37.05,36.38,-1.81
ACC,35.94,35.29,-1.81
ACWV,87.84,86.25,-1.81
SCHH,35.92,35.27,-1.81
RCS,6.64,6.52,-1.81
VDE,51.46,50.53,-1.81
PDI,23.8,23.37,-1.81
PHX,4.41,4.33,-1.81
DIV,15.45,15.17,-1.81
EIS,51.33,50.4,-1.81
IQDE,18.47,18.1356,-1.81
NEN,44.3,43.5,-1.81
FINS,17.12,16.81,-1.81
PD,21.5,21.11,-1.81
ABVX.PA,18.8,18.46,-1.81
DSG.TO,59.59,58.51,-1.81
ARTGX,14.34,14.08,-1.81
WFLLX,14.93,14.66,-1.81
IQSI,21.263,20.8792,-1.81
DBEH,24.1454,23.7075,-1.81
PQIN,45.5691,44.7425,-1.81
EZU,32.99,32.39,-1.82
CWST,47.24,46.38,-1.82
QTWO,81.2,79.72,-1.82
FSB,24.16,23.72,-1.82
CTR,2.74,2.69,-1.82
IWP,143.29,140.68,-1.82
IPAY,43.89,43.09,-1.82
IOTS,12.07,11.85,-1.82
CLWT,2.2,2.16,-1.82
LGLV,100.2,98.38,-1.82
RNDM,42.4475,41.675,-1.82
XRLV,35.14,34.5,-1.82
IBAB.BR,7.71,7.57,-1.82
ARG.TO,0.275,0.27,-1.82
DPM.TO,6.61,6.49,-1.82
XFI.TO,20.83,20.45,-1.82
LAM.TO,0.275,0.27,-1.82
BCI.TO,28.0,27.49,-1.82
PSI.TO,7.71,7.57,-1.82
TXP.TO,0.55,0.54,-1.82
POAGX,40.01,39.28,-1.82
AFLG,18.0901,17.76,-1.82
HERO,18.18,17.85,-1.82
AVUS,47.31,46.45,-1.82
ABEV,2.19,2.15,-1.83
BLL,66.81,65.59,-1.83
BLK,511.39,502.04,-1.83
KDMN,4.38,4.3,-1.83
VMI,119.42,117.24,-1.83
AAON,48.53,47.64,-1.83
WDFC,177.53,174.28,-1.83
FGD,17.46,17.14,-1.83
EDOW,22.84,22.423,-1.83
FPXI,41.8765,41.1082,-1.83
IDLB,24.0741,23.634,-1.83
RBIN,22.4642,22.0535,-1.83
ACB,0.7538,0.74,-1.83
IGM.TO,30.03,29.48,-1.83
XHU.TO,23.98,23.54,-1.83
RAY-B.TO,4.38,4.3,-1.83
PAREX,20.79,20.41,-1.83
PJIAX,13.14,12.9,-1.83
EGOIX,14.79,14.52,-1.83
EMSG,23.3976,22.97,-1.83
DBLV,64.18,63.0047,-1.83
PNR,35.24,34.59,-1.84
RYAAY,64.66,63.47,-1.84
IEV,37.98,37.28,-1.84
PRI,105.86,103.91,-1.84
BLBD,12.5,12.27,-1.84
LBTYB,19.56,19.2,-1.84
VETS,28.2985,27.7766,-1.84
HAL.AS,119.4,117.2,-1.84
ZEQ.TO,21.74,21.34,-1.84
EGOHX,14.7,14.43,-1.84
AZUL,9.74,9.56,-1.85
AY,24.39,23.94,-1.85
INDY,29.17,28.63,-1.85
HFRO,7.56,7.42,-1.85
FBT,154.28,151.43,-1.85
UBT,141.4,138.79,-1.85
FLGT,17.29,16.97,-1.85
MHLA,17.3,16.98,-1.85
PSMG,13.19,12.9457,-1.85
TCBIL,24.8,24.34,-1.85
USLB,29.7929,29.2403,-1.85
VEGI,23.9,23.4567,-1.85
ATEX,53.49,52.5,-1.85
IVA.PA,4.33,4.25,-1.85
ALRS,17.32,17.0,-1.85
ABBV,83.76,82.2,-1.86
PK,9.69,9.51,-1.86
SCHD,51.63,50.67,-1.86
AAXJ,65.2,63.99,-1.86
RPM,67.67,66.41,-1.86
COLD,31.17,30.59,-1.86
CCU,14.49,14.22,-1.86
DEA,27.42,26.91,-1.86
MINI,29.11,28.57,-1.86
HUBB,126.79,124.43,-1.86
MEI,30.59,30.02,-1.86
CRBN,114.696,112.56,-1.86
HFXJ,19.23,18.8716,-1.86
KFYP,25.55,25.076,-1.86
BLB-UN.TO,7.54,7.4,-1.86
VDU.TO,31.75,31.16,-1.86
AKRIX,45.78,44.93,-1.86
AVEDX,15.61,15.32,-1.86
PFPMX,30.66,30.09,-1.86
AVDV,41.9,41.12,-1.86
UTRN,26.55,26.0565,-1.86
EMMF,19.2585,18.9006,-1.86
CIEN,47.13,46.25,-1.87
CSOD,34.2,33.56,-1.87
AMJ,13.91,13.65,-1.87
SMFG,5.36,5.26,-1.87
SOHU,8.55,8.39,-1.87
MTH,53.56,52.56,-1.87
IUSV,52.28,51.3,-1.87
NWN,66.34,65.1,-1.87
PRF,106.11,104.13,-1.87
INSW,24.66,24.2,-1.87
JXI,53.08,52.09,-1.87
VTVT,2.14,2.1,-1.87
IZRL,22.41,21.99,-1.87
QDF,41.09,40.32,-1.87
LND,3.75,3.68,-1.87
BIMI,2.68,2.63,-1.87
NANO.PA,6.97,6.84,-1.87
MXG.TO,2.14,2.1,-1.87
PZW.TO,22.52,22.1,-1.87
AKRSX,45.98,45.12,-1.87
SAF,23.0,22.5692,-1.87
TRI,71.86,70.51,-1.88
CFFN,12.22,11.99,-1.88
EWQ,24.95,24.48,-1.88
FGM,35.7721,35.1,-1.88
JTA,7.97,7.82,-1.88
FIV,7.99,7.84,-1.88
FTAG,18.0782,17.7387,-1.88
HVBC,12.74,12.5,-1.88
LEGR,27.6782,27.1592,-1.88
PEZ,42.3656,41.57,-1.88
PRN,62.9007,61.7196,-1.88
ZEA.TO,17.05,16.73,-1.88
DGR.TO,26.07,25.58,-1.88
AKREX,44.6,43.76,-1.88
PJOQX,13.83,13.57,-1.88
HQISX,17.03,16.71,-1.88
IFPUX,17.59,17.26,-1.88
GRWG,4.79,4.7,-1.88
BBIN,43.1807,42.37,-1.88
AVEM,44.22,43.39,-1.88
IEFA,54.05,53.03,-1.89
SFUN,1.06,1.04,-1.89
GLP,12.14,11.91,-1.89
DDWM,24.595,24.13,-1.89
KF,24.1577,23.7,-1.89
IESC,20.13,19.75,-1.89
GASL,6.34,6.22,-1.89
TGC,0.53,0.52,-1.89
BDT.TO,5.28,5.18,-1.89
XMY.TO,23.85,23.4,-1.89
DODBX,88.78,87.1,-1.89
BPLEX,13.76,13.5,-1.89
XMVM,26.5222,26.02,-1.89
NACP,22.09,21.6724,-1.89
BKD,3.68,3.61,-1.9
ASHR,27.44,26.92,-1.9
EWI,21.56,21.15,-1.9
PRGO,54.33,53.3,-1.9
PB,61.09,59.93,-1.9
IWX,49.53,48.59,-1.9
RFDI,49.6883,48.7453,-1.9
HDMV,27.49,26.9688,-1.9
KRMA,20.9934,20.5943,-1.9
VSMV,29.8575,29.29,-1.9
DVYE,31.1,30.51,-1.9
EMIF,21.9971,21.58,-1.9
HBANN,25.31,24.83,-1.9
WHA.AS,8.155,8.0,-1.9
CIQ-UN.TO,5.79,5.68,-1.9
XRE.TO,15.25,14.96,-1.9
HQIIX,16.86,16.54,-1.9
PARMX,30.59,30.01,-1.9
BPLSX,15.28,14.99,-1.9
LSLT,25.79,25.3,-1.9
CHII,12.74,12.4966,-1.91
MVIN,37.5475,36.8294,-1.91
PSET,37.8242,37.1,-1.91
ATA.PA,0.3135,0.3075,-1.91
KEMX,20.1872,19.8026,-1.91
PAYX,69.86,68.52,-1.92
BAH,74.88,73.44,-1.92
SPYV,29.17,28.61,-1.92
BKE,15.61,15.31,-1.92
THD,66.12,64.85,-1.92
GWRS,10.96,10.75,-1.92
EFL,7.8,7.65,-1.92
ESGD,57.25,56.15,-1.92
FAD,70.4252,69.0731,-1.92
KTP,1.04,1.02,-1.92
PGP,8.33,8.17,-1.92
RODM,23.91,23.45,-1.92
TLTD,51.17,50.19,-1.92
EDEN.PA,37.49,36.77,-1.92
SON.LS,0.73,0.716,-1.92
ALVMG.PA,1.7,1.6674,-1.92
ZGI.TO,38.0,37.27,-1.92
NCTWX,25.03,24.55,-1.92
DPDEX,14.59,14.31,-1.92
EKGCX,22.42,21.99,-1.92
EKGAX,33.77,33.12,-1.92
CVLT,43.53,42.69,-1.93
BOMN,16.55,16.23,-1.93
FNDB,35.2,34.52,-1.93
EOD,4.15,4.07,-1.93
PSTI,9.35,9.17,-1.93
BAR,17.11,16.78,-1.93
EEMS,35.52,34.835,-1.93
EFAX,61.19,60.01,-1.93
ROUS,29.54,28.97,-1.93
VIDI,19.13,18.76,-1.93
CLR.TO,5.19,5.09,-1.93
NNTWX,24.41,23.94,-1.93
MPACX,26.41,25.9,-1.93
TAL,55.26,54.19,-1.94
OUT,16.0,15.69,-1.94
PTLA,7.22,7.08,-1.94
SPLV,50.93,49.94,-1.94
PRGS,41.72,40.91,-1.94
ADC,66.4,65.11,-1.94
QTEC,97.74,95.84,-1.94
CBIO,6.18,6.06,-1.94
SDPI,0.4329,0.4245,-1.94
PRNT,19.56,19.18,-1.94
XTH,69.25,67.905,-1.94
SG,7.75,7.6,-1.94
ABIO.PA,30.9,30.3,-1.94
NPI.TO,30.46,29.87,-1.94
EKGYX,35.58,34.89,-1.94
DDDCX,17.51,17.17,-1.94
TAWK,26.32,25.81,-1.94
KJAN,24.25,23.78,-1.94
BABA,206.7,202.67,-1.95
IAU,16.43,16.11,-1.95
SSO,113.51,111.3,-1.95
WSFS,29.76,29.18,-1.95
HTD,19.96,19.57,-1.95
GENY,37.0229,36.3,-1.95
DGL,50.7165,49.73,-1.95
EEMX,55.5026,54.42,-1.95
HSCZ,25.58,25.08,-1.95
EVRG,59.59,58.43,-1.95
NVT,19.02,18.65,-1.95
DSY.PA,136.2,133.55,-1.95
DOL.TO,44.53,43.66,-1.95
PLZ-UN.TO,3.07,3.01,-1.95
THE.TO,16.39,16.07,-1.95
EKGIX,35.41,34.72,-1.95
REVS,17.9258,17.5759,-1.95
JHEM,21.54,21.12,-1.95
FCPI,22.54,22.1,-1.95
D,78.67,77.13,-1.96
FEZ,31.69,31.07,-1.96
SERV,34.73,34.05,-1.96
BCE,41.25,40.44,-1.96
DSGX,42.92,42.08,-1.96
KMF,4.59,4.5,-1.96
MOTI,27.01,26.48,-1.96
GF,13.29,13.0299,-1.96
XSOE,26.99,26.46,-1.96
IDEV,48.39,47.44,-1.96
SRTS,2.55,2.5,-1.96
SYV,59.18,58.02,-1.96
XWEB,83.22,81.59,-1.96
TLC,5.1,5.0,-1.96
NOS.LS,3.472,3.404,-1.96
SDG.PA,20.4,20.0,-1.96
YGR.TO,0.51,0.5,-1.96
MGOAX,11.21,10.99,-1.96
DDDAX,17.86,17.51,-1.96
GFIN,54.01,52.95,-1.96
LDEM,43.5864,42.732,-1.96
CTAA,24.52,24.04,-1.96
BDCY,6.1197,6.0,-1.96
LIT,25.91,25.4,-1.97
GLOB,118.0,115.67,-1.97
DXJS,35.7359,35.0333,-1.97
IMTM,28.88,28.31,-1.97
DBS,22.035,21.6,-1.97
JHME,14.1589,13.88,-1.97
ORRF,15.71,15.4,-1.97
TLEH,24.58,24.0956,-1.97
EBIZ,19.1211,18.7443,-1.97
RMS.PA,681.2,667.8,-1.97
FBU.TO,25.35,24.85,-1.97
SIS.TO,11.68,11.45,-1.97
NSDVX,16.75,16.42,-1.97
HWAAX,21.8,21.37,-1.97
DDDIX,18.3,17.94,-1.97
VEA,36.4,35.68,-1.98
IEMG,44.55,43.67,-1.98
SLVO,6.05,5.93,-1.98
TU,16.68,16.35,-1.98
CACI,255.2,250.14,-1.98
BBGI,2.53,2.48,-1.98
FSV,88.33,86.58,-1.98
DTH,31.8,31.17,-1.98
APOP,2.52,2.47,-1.98
DMPI,0.54,0.5293,-1.98
FFSG,24.159,23.68,-1.98
FLAX,19.9446,19.55,-1.98
GAMR,47.8478,46.9,-1.98
GTX,5.56,5.45,-1.98
TMDIX,17.18,16.84,-1.98
